customer_id,origination_month,segment,subsegment,income_band,region,acquisition_channel,payroll_flag,digital_flag,autopay_flag,risk_band,product_tier,credit_line,age_band,tenure_months
C002908,2022-02,Mass,Standard,Low,Central,Digital,0,1,0.0,Medium,Classic,9681.0,25-34,46
C002909,2023-01,MASS,Standard,Medium,South,Branch,1,1,,High,Classic,11138.0,45-54,35
C002910,2023-01,MASS,Standard,Low,Central,Branch,1,1,1.0,Medium,Platinum,64619.0,45-54,35
C002911,2023-06,Mass,Payroll,Low,Central,Branch,1,1,1.0,High,Classic,12961.0,18-24,30
C002912,2024-10,Mass,Standard,Medium,North,Digital,0,1,0.0,Low,Gold,46018.0,35-44,14
C002913,2024-09,Affluent,Premium,High,West,Campaign,1,1,0.0,Low,Platinum,137605.0,45-54,15
C002914,2024-10,Emerging,Digital NewToBank,Medium,West,Digital,1,0,1.0,Low,Classic,14965.0,18-24,14
C002915,2025-10,Mass,Standard,Medium,North,Partner,0,1,1.0,Low,Classic,17231.0,35-44,2
C002916,2024-06,Affluent,Wealth,Very High,South,Digital,0,0,1.0,Medium,Platinum,85849.0,25-34,18
C002917,2024-07,Affluent,Premium,Very High,North,Campaign,0,1,0.0,Low,Platinum,60488.0,18-24,17
C002918,2022-05,Affluent,Premium,Very High,South,Campaign,0,1,1.0,Low,Platinum,59891.0,18-24,43
C002919,2023-09,Mass,Standard,Low,West,Campaign,0,1,0.0,Medium,Gold,32153.0,35-44,27
C002920,2023-07,Mass,Standard,Low,Central,Digital,0,1,0.0,Low,Gold,33183.0,35-44,29
C002921,2025-11,Mass,Standard,Medium,Central,Digital,1,1,0.0,High,Classic,16273.0,25-34,1
C002922,2024-08,Affluent,Premium,High,South,Digital,1,1,0.0,Low,Gold,28974.0,45-54,16
C002923,2023-02,Affluent,Premium,Very High,South,Branch,1,0,1.0,Low,Platinum,91491.0,35-44,34
C002924,2024-12,Mass,Payroll,Medium,Central,Digital,1,1,0.0,High,Classic,12185.0,45-54,12
C002925,2023-03,Mass,Standard,Medium,West,Digital,0,1,0.0,Medium,Platinum,55984.0,35-44,33
C002926,2025-04,Emerging,Digital NewToBank,Low,West,Campaign,0,1,1.0,Low,Classic,13833.0,45-54,8
C002927,2022-09,Affluent,Wealth,High,Central,Campaign,0,0,1.0,Medium,Black,129914.0,25-34,39
C002928,2022-03,Emerging,Growth,Medium,North,Branch,1,0,0.0,Low,Classic,8729.0,35-44,45
C002929,2025-01,Affluent,Premium,Very High,Central,Campaign,1,0,1.0,Medium,Platinum,89880.0,25-34,11
C002930,2024-12,Mass,Standard,Medium,South,Partner,0,0,0.0,Medium,Classic,8900.0,35-44,12
C002931,2022-06,Masivo,Young,Low,Central,Campaign,1,1,1.0,Medium,Classic,16438.0,25-34,42
C002932,2025-09,AFFLUENT,Payroll Premium,Very High,North,Campaign,1,1,,Low,Gold,46160.0,35-44,3
C002933,2024-04,Mass,Standard,Medium,Central,Branch,1,0,0.0,Medium,Classic,10340.0,35-44,20
C002934,2024-03,Mass,Payroll,Low,North,Branch,1,0,1.0,Medium,Gold,38064.0,18-24,21
C002935,2023-06,Affluent,Payroll Premium,High,South,Branch,1,1,1.0,Low,Gold,55395.0,25-34,30
C002936,2024-10,Mass,Payroll,Medium,North,Partner,1,1,1.0,Medium,Classic,7572.0,45-54,14
C002937,2024-08,Affluent,Premium,High,South,Campaign,0,1,1.0,Medium,Platinum,90611.0,35-44,16
C002938,2022-01,Mass,Standard,Medium,Central,Digital,0,1,1.0,Medium,Classic,6573.0,35-44,47
C002939,2025-07,Emerging,Growth,Medium,West,Partner,0,1,,Low,Classic,13136.0,18-24,5
C002940,2022-04,Mass,Payroll,Medium,Central,Branch,1,0,0.0,Medium,Classic,5000.0,25-34,44
C002941,2023-09,Mass,Payroll,Low,North,Digital,0,1,0.0,Low,Gold,36924.0,45-54,27
C002942,2025-12,Mass,Standard,Medium,South,Digital,1,1,1.0,Medium,Classic,15069.0,35-44,1
C002943,2025-05,Masivo,Standard,Low,Central,Branch,0,1,,Low,Gold,31118.0,35-44,7
C002944,2023-08,Affluent,Payroll Premium,High,South,Digital,0,1,1.0,Low,Platinum,92570.0,35-44,28
C002945,2024-07,Affluent,Payroll Premium,High,West,Branch,1,0,,Medium,Platinum,62327.0,18-24,17
C002946,2023-08,Mass,Standard,Low,Central,Digital,1,1,0.0,Medium,Platinum,94085.0,25-34,28
C002947,2025-12,MASS,Standard,Low,West,Digital,0,1,0.0,High,Classic,16059.0,25-34,1
C002948,2025-03,Mass,Standard,Medium,Central,Branch,1,0,0.0,Medium,Gold,49535.0,25-34,9
C002949,2024-11,Mass,Standard,Low,South,Partner,0,0,1.0,Medium,Classic,9972.0,25-34,13
C002950,2024-02,Emerging,Growth,Low,North,Digital,1,1,1.0,Medium,Classic,7666.0,35-44,22
C002951,2023-02,AFFLUENT,Premium,Very High,West,Campaign,1,0,1.0,Low,Platinum,53317.0,25-34,34
C002952,2025-11,Affluent,Payroll Premium,High,North,Branch,0,0,1.0,Low,Platinum,120413.0,55+,1
C002953,2025-07,Affluent,Payroll Premium,High,Central,Branch,1,1,1.0,Low,Platinum,75269.0,25-34,5
C002954,2024-10,Mass,Standard,Low,West,Campaign,1,0,0.0,Medium,Gold,28504.0,25-34,14
C002955,2023-08,Emerging,Digital NewToBank,Medium,North,Digital,1,1,1.0,Low,Classic,5000.0,45-54,28
C002956,2025-03,Affluent,Wealth,High,Central,Digital,1,0,1.0,Low,Platinum,81990.0,45-54,9
C002957,2023-02,Affluent,Premium,High,Central,Digital,1,1,0.0,Low,Platinum,159608.0,35-44,34
C002958,2025-09,Affluent,Payroll Premium,High,West,Branch,1,1,1.0,Low,Gold,57758.0,25-34,3
C002959,2022-11,Mass,Payroll,Medium,South,Campaign,1,0,1.0,Medium,Classic,12221.0,25-34,37
C002960,2023-12,Affluent,Payroll Premium,Very High,North,Branch,1,0,0.0,Medium,Platinum,123982.0,35-44,24
C002961,2025-05,Mass,Standard,Medium,South,Branch,0,0,0.0,Medium,Classic,9008.0,45-54,7
C002962,2023-12,Mass,Standard,Low,Central,Partner,1,0,0.0,Medium,Classic,18885.0,45-54,24
C002963,2024-06,Mass,Standard,Medium,West,Branch,0,0,1.0,Low,Classic,12973.0,45-54,18
C002964,2025-06,Emerging,Growth,Low,South,Campaign,1,0,0.0,High,Classic,15092.0,25-34,6
C002965,2024-04,Affluent,Wealth,High,Central,Campaign,0,1,0.0,Medium,Platinum,76520.0,25-34,20
C002966,2024-10,Affluent,Payroll Premium,High,Central,Digital,1,1,1.0,Low,Platinum,102969.0,18-24,14
C002967,2025-10,Affluent,Wealth,High,South,Branch,0,1,0.0,Low,Platinum,166547.0,18-24,2
C002968,2022-06,Mass,Standard,Medium,South,Campaign,0,1,0.0,Medium,Gold,47462.0,25-34,42
C002969,2025-02,Emerging,Growth,Medium,North,Digital,0,1,0.0,Low,Gold,28398.0,55+,10
C002970,2022-07,Mass,Young,Medium,North,Branch,0,1,0.0,Low,Classic,5000.0,35-44,41
C002971,2022-07,Mass,Standard,Low,Central,Campaign,0,1,1.0,Low,Gold,26589.0,35-44,41
C002972,2022-01,Mass,Standard,Medium,Central,Campaign,0,1,0.0,Medium,Classic,12435.0,25-34,47
C002973,2024-02,Affluent,Payroll Premium,Very High,Central,Campaign,1,0,1.0,High,Gold,28137.0,45-54,22
C002974,2024-07,Affluent,Payroll Premium,Medium,North,Digital,0,1,1.0,Low,Black,187077.0,35-44,17
C002975,2024-07,MASS,Payroll,Low,West,Branch,1,0,1.0,Medium,Classic,11186.0,18-24,17
C002976,2023-04,Mass,Standard,Medium,North,Partner,1,0,1.0,Medium,Gold,47292.0,25-34,32
C002977,2023-06,Affluent,Premium,High,West,Digital,0,1,1.0,Low,Gold,13154.0,25-34,30
C002978,2022-03,Mass,Payroll,Medium,West,Digital,1,1,1.0,High,Platinum,87209.0,55+,45
C002979,2025-09,Affluent,Payroll Premium,High,South,Digital,0,1,1.0,High,Black,202603.0,18-24,3
C002980,2024-10,Emerging,Digital NewToBank,High,North,Digital,0,1,1.0,High,Classic,5000.0,45-54,14
C002981,2025-07,Mass,Standard,High,Central,Branch,1,1,1.0,Medium,Gold,22692.0,25-34,5
C002982,2025-08,Mass,Payroll,Low,West,Digital,1,0,1.0,Low,Classic,17359.0,25-34,4
C002983,2024-04,AFFLUENT,Premium,High,West,Campaign,0,1,0.0,Low,Platinum,88272.0,25-34,20
C002984,2023-10,Affluent,Premium,High,West,Campaign,0,0,0.0,Medium,Platinum,101732.0,55+,26
C002985,2024-04,Mass,Standard,Low,West,Branch,1,1,0.0,Medium,Gold,24980.0,55+,20
C002986,2024-05,Emerging,Digital NewToBank,Medium,North,Branch,0,1,1.0,High,Classic,6781.0,35-44,19
C002987,2025-12,Mass,Standard,Medium,Central,Campaign,0,0,,Low,Platinum,89525.0,55+,1
C002988,2024-07,Mass,Standard,Medium,West,Campaign,0,0,0.0,High,Classic,18395.0,55+,17
C002989,2024-07,Affluent,Payroll Premium,Very High,Central,Branch,1,0,0.0,High,Black,156249.0,55+,17
C002990,2025-09,Affluent,Premium,Medium,Central,Branch,0,0,0.0,Medium,Platinum,88551.0,35-44,3
C002991,2025-08,Mass,Standard,Medium,Central,Branch,0,0,,Medium,Classic,13722.0,18-24,4
C002992,2022-04,AFFLUENT,Wealth,High,North,Branch,0,0,0.0,Low,Gold,46109.0,45-54,44
C002993,2023-04,Mass,Payroll,Low,North,Campaign,1,1,,High,Gold,43682.0,45-54,32
C002994,2023-08,Mass,Standard,Medium,North,Digital,0,1,1.0,Medium,Classic,16286.0,25-34,28
C002995,2022-12,Mass,Young,Medium,Central,Campaign,1,0,1.0,Medium,Gold,19087.0,45-54,36
C002996,2022-05,Affluent,Premium,High,South,Digital,0,1,1.0,Medium,Platinum,93156.0,45-54,43
C002997,2022-02,Mass,Young,High,Central,Digital,0,1,0.0,High,Classic,11380.0,55+,46
C002998,2025-03,MASS,Payroll,Medium,West,Partner,0,1,,Medium,Classic,9506.0,45-54,9
C002999,2025-03,Mass,Standard,Medium,West,Partner,0,0,0.0,High,Classic,9339.0,25-34,9
C003000,2025-10,Affluent,Payroll Premium,High,North,Branch,1,1,1.0,Low,Platinum,120494.0,25-34,2
C003001,2023-02,Affluent,Premium,Medium,North,Branch,0,1,0.0,Medium,Gold,22460.0,25-34,34
C003002,2024-12,AFFLUENT,Premium,High,Central,Partner,0,1,0.0,Low,Platinum,39539.0,45-54,12
C003003,2025-09,Mass,Young,Medium,South,Digital,1,1,1.0,Medium,Classic,8849.0,35-44,3
C003004,2022-10,MASS,Standard,Medium,Central,Campaign,0,1,1.0,Medium,Gold,19474.0,25-34,38
C003005,2025-09,Mass,Standard,Medium,Central,Campaign,1,1,1.0,Medium,Classic,15624.0,35-44,3
C003006,2025-12,Affluent,Premium,Very High,North,Digital,1,1,0.0,Low,Black,171595.0,25-34,1
C003007,2024-04,Emerging,Growth,Medium,Central,Digital,0,1,,Medium,Classic,15284.0,55+,20
C003008,2022-03,Mass,Young,Medium,West,Branch,1,1,1.0,Medium,Classic,8810.0,25-34,45
C003009,2024-02,Affluent,Payroll Premium,Very High,Central,Campaign,1,0,0.0,Low,Black,130564.0,55+,22
C003010,2023-09,Mass,Standard,Low,Central,Digital,0,1,0.0,Medium,Classic,17858.0,25-34,27
C003011,2024-07,MASS,Standard,High,North,Branch,0,1,1.0,Low,Platinum,94731.0,25-34,17
C003012,2024-06,Mass,Standard,Medium,North,Digital,0,1,0.0,Medium,Classic,11697.0,25-34,18
C003013,2025-08,Mass,Standard,Low,Central,Branch,0,1,0.0,Medium,Platinum,81928.0,35-44,4
C003014,2024-07,Mass,Standard,Medium,South,Branch,0,1,0.0,Medium,Classic,7535.0,45-54,17
C003015,2022-01,Mass,Standard,High,Central,Branch,1,0,1.0,Medium,Classic,10000.0,55+,47
C003016,2023-07,Mass,Standard,Medium,North,Digital,0,1,1.0,High,Classic,13356.0,35-44,29
C003017,2023-07,Affluent,Wealth,High,South,Digital,1,1,1.0,Low,Platinum,129566.0,55+,29
C003018,2024-04,Mass,Young,High,North,Campaign,0,1,0.0,Medium,Gold,39834.0,55+,20
C003019,2022-01,Mass,Payroll,Low,South,Branch,1,0,1.0,Medium,Classic,5000.0,18-24,47
C003020,2025-10,Affluent,Wealth,High,West,Campaign,0,0,0.0,Medium,Platinum,94501.0,45-54,2
C003021,2025-12,Mass,Standard,Low,Central,Digital,0,1,0.0,Medium,Classic,13837.0,35-44,1
C003022,2022-04,Mass,Young,Medium,North,Branch,0,1,0.0,Medium,Classic,18578.0,35-44,44
C003023,2025-01,Affluent,Payroll Premium,Very High,West,Digital,1,1,0.0,Low,Gold,43032.0,35-44,11
C003024,2025-03,Mass,Young,Medium,Central,Partner,0,0,1.0,Medium,Classic,10346.0,45-54,9
C003025,2025-09,MASS,Standard,Medium,West,Digital,0,1,0.0,Medium,Classic,12456.0,35-44,3
C003026,2023-05,Mass,Payroll,Low,South,Campaign,1,0,1.0,Medium,Gold,28260.0,35-44,31
C003027,2025-02,Emerging,Growth,High,Central,Branch,1,1,0.0,High,Classic,12600.0,45-54,10
C003028,2025-08,Mass,Standard,Low,South,Campaign,1,1,1.0,Medium,Gold,68572.0,45-54,4
C003029,2024-06,Affluent,Payroll Premium,Medium,North,Digital,1,1,0.0,Low,Platinum,104771.0,35-44,18
C003030,2022-11,Mass,Standard,Medium,Central,Partner,1,0,0.0,Medium,Gold,7892.0,25-34,37
C003031,2025-12,Mass,Standard,Low,Central,Campaign,0,1,0.0,Low,Classic,11828.0,35-44,1
C003032,2023-03,Mass,Standard,Low,Central,Digital,1,0,0.0,High,Gold,49842.0,35-44,33
C003033,2025-08,Affluent,Premium,Very High,Central,Digital,0,1,0.0,Medium,Platinum,105515.0,25-34,4
C003034,2025-06,Mass,Young,Medium,South,Branch,0,0,1.0,Medium,Platinum,99956.0,18-24,6
C003035,2024-11,Mass,Standard,High,North,Digital,0,0,0.0,Low,Gold,41852.0,45-54,13
C003036,2025-03,Mass,Standard,Medium,North,Digital,0,1,1.0,Medium,Gold,32914.0,25-34,9
C003037,2022-07,Mass,Payroll,Low,North,Branch,0,0,0.0,High,Classic,11940.0,25-34,41
C003038,2025-08,Emerging,Growth,Low,South,Digital,0,1,0.0,High,Classic,10951.0,35-44,4
C003039,2025-04,Mass,Payroll,High,North,Partner,1,1,1.0,Low,Classic,11720.0,55+,8
C003040,2022-06,Mass,Payroll,Low,Central,Branch,1,1,1.0,Low,Gold,31780.0,35-44,42
C003041,2023-02,Mass,Standard,Medium,Central,Digital,0,1,0.0,Medium,Gold,38997.0,45-54,34
C003042,2022-08,Emerging,Digital NewToBank,Medium,South,Branch,1,0,0.0,Medium,Gold,52549.0,55+,40
C003043,2024-05,Masivo,Payroll,Medium,Central,Partner,1,0,1.0,Low,Gold,17010.0,55+,19
C003044,2022-01,Mass,Payroll,Low,North,Partner,1,0,1.0,High,Gold,37573.0,35-44,47
C003045,2025-01,Affluent,Payroll Premium,Medium,Central,Digital,1,1,1.0,High,Black,209665.0,35-44,11
C003046,2025-08,Affluent,Wealth,Very High,South,Digital,1,1,1.0,Low,Platinum,103875.0,18-24,4
C003047,2025-07,Masivo,Standard,Low,South,Campaign,0,0,0.0,Medium,Classic,8246.0,45-54,5
C003048,2022-07,Mass,Standard,Medium,North,Branch,1,1,1.0,Medium,Classic,9716.0,55+,41
C003049,2024-01,Mass,Payroll,Medium,South,Digital,1,1,1.0,Low,Platinum,114293.0,25-34,23
C003050,2022-06,Mass,Young,Medium,North,Branch,0,0,0.0,High,Gold,37367.0,55+,42
C003051,2025-09,Mass,Standard,Low,South,Partner,0,0,0.0,Medium,Gold,33587.0,18-24,3
C003052,2025-10,Mass,Standard,Medium,South,Branch,0,0,1.0,Low,Gold,30613.0,25-34,2
C003053,2022-07,MASS,Standard,High,Central,Digital,0,1,1.0,Medium,Classic,14206.0,45-54,41
C003054,2025-03,Mass,Payroll,Medium,North,Digital,1,1,0.0,Medium,Gold,33784.0,35-44,9
C003055,2023-06,Mass,Standard,Medium,South,Campaign,0,0,1.0,Low,Classic,16486.0,55+,30
C003056,2022-02,Emerging,Digital NewToBank,High,North,Partner,0,1,1.0,Medium,Classic,8008.0,45-54,46
C003057,2022-01,Masivo,Young,Medium,West,Branch,0,1,0.0,Low,Classic,10647.0,25-34,47
C003058,2025-02,Mass,Standard,Low,South,Campaign,0,1,1.0,High,Classic,17782.0,35-44,10
C003059,2025-10,Mass,Standard,High,South,Branch,1,1,1.0,Medium,Gold,35630.0,55+,2
C003060,2024-06,Emerging,Growth,Low,South,Branch,0,1,0.0,Medium,Classic,5698.0,45-54,18
C003061,2024-05,MASS,Standard,High,North,Digital,0,1,0.0,Medium,Classic,19553.0,25-34,19
C003062,2022-11,Masivo,Standard,Low,West,Partner,0,1,1.0,Medium,Gold,38236.0,25-34,37
C003063,2025-03,MASS,Standard,Medium,West,Branch,0,0,0.0,Medium,Platinum,106742.0,35-44,9
C003064,2024-10,Mass,Payroll,Medium,Central,Branch,1,1,1.0,Medium,Platinum,70525.0,35-44,14
C003065,2024-10,Masivo,Standard,Low,South,Campaign,0,0,1.0,Medium,Classic,9580.0,35-44,14
C003066,2022-10,Mass,Payroll,Low,South,Campaign,1,0,0.0,Medium,Platinum,83159.0,25-34,38
C003067,2024-12,MASS,Payroll,Medium,West,Branch,0,0,1.0,Medium,Gold,25080.0,35-44,12
C003068,2024-04,Emerging,Digital NewToBank,Medium,Central,Branch,0,1,0.0,Low,Classic,10193.0,18-24,20
C003069,2023-07,Masivo,Standard,Low,Central,Digital,0,1,0.0,High,Platinum,64716.0,25-34,29
C003070,2023-09,Affluent,Premium,High,South,Branch,1,1,1.0,Low,Platinum,43240.0,35-44,27
C003071,2022-12,Affluent,Premium,High,South,Digital,0,1,1.0,Low,Platinum,55754.0,55+,36
C003072,2025-08,Mass,Standard,Low,Central,Branch,1,0,1.0,Medium,Platinum,68198.0,25-34,4
C003073,2025-04,Mass,Standard,Medium,Central,Branch,0,1,0.0,Low,Classic,9981.0,18-24,8
C003074,2022-06,MASS,Payroll,Low,West,Branch,1,0,1.0,Medium,Classic,9884.0,25-34,42
C003075,2024-12,Mass,Payroll,Low,Central,Campaign,1,1,1.0,Medium,Classic,13371.0,35-44,12
C003076,2025-11,Affluent,Premium,Very High,South,Branch,0,0,,Low,Platinum,126501.0,35-44,1
C003077,2022-08,Emerging,Growth,High,Central,Campaign,0,0,,Low,Classic,10361.0,45-54,40
C003078,2023-07,Mass,Standard,Medium,Central,Partner,1,1,1.0,Medium,Classic,9026.0,35-44,29
C003079,2025-05,MASS,Standard,Low,South,Branch,0,0,1.0,High,Platinum,120508.0,55+,7
C003080,2024-06,Emerging,Digital NewToBank,Medium,West,Digital,0,0,1.0,Medium,Classic,12046.0,25-34,18
C003081,2022-03,Affluent,Premium,Very High,West,Branch,0,1,0.0,Low,Black,176340.0,45-54,45
C003082,2025-07,Emerging,Growth,Medium,North,Branch,1,1,0.0,Low,Classic,15892.0,35-44,5
C003083,2022-12,Mass,Standard,Medium,West,Branch,1,0,1.0,Medium,Gold,24638.0,45-54,36
C003084,2024-08,Masivo,Standard,High,Central,Digital,0,1,0.0,High,Platinum,76240.0,18-24,16
C003085,2024-08,AFFLUENT,Payroll Premium,High,North,Branch,0,1,0.0,Low,Gold,33865.0,55+,16
C003086,2024-09,Affluent,Premium,Very High,South,Branch,0,0,0.0,Low,Gold,54122.0,25-34,15
C003087,2025-10,Mass,Payroll,Medium,Central,Campaign,1,0,1.0,Medium,Classic,5000.0,25-34,2
C003088,2025-07,Masivo,Standard,Low,West,Branch,0,0,1.0,Low,Classic,12582.0,35-44,5
C003089,2025-11,Mass,Payroll,Low,North,Branch,1,0,0.0,Low,Platinum,69592.0,35-44,1
C003090,2025-11,Mass,Young,Medium,South,Branch,0,0,0.0,Low,Classic,5000.0,25-34,1
C003091,2025-06,Mass,Payroll,Medium,Central,Branch,1,0,0.0,Low,Classic,8967.0,25-34,6
C003092,2025-08,Emerging,Growth,Medium,Central,Digital,1,1,0.0,Medium,Classic,11985.0,35-44,4
C003093,2023-10,Mass,Payroll,Low,North,Branch,1,0,0.0,High,Platinum,90762.0,25-34,26
C003094,2022-05,Affluent,Premium,Very High,Central,Digital,0,1,0.0,High,Gold,27462.0,25-34,43
C003095,2024-05,Mass,Standard,Medium,Central,Partner,0,1,1.0,High,Gold,41735.0,25-34,19
C003096,2024-04,Affluent,Wealth,High,North,Digital,0,1,1.0,Low,Platinum,46294.0,55+,20
C003097,2024-09,Emerging,Digital NewToBank,Medium,Central,Digital,0,1,,Medium,Classic,9684.0,45-54,15
C003098,2024-11,Mass,Standard,Low,Central,Digital,0,1,1.0,Medium,Classic,15639.0,18-24,13
C003099,2025-05,Mass,Payroll,Medium,West,Digital,1,1,1.0,Low,Gold,42270.0,18-24,7
C003100,2022-01,MASS,Standard,Medium,West,Partner,0,0,0.0,Medium,Gold,60795.0,25-34,47
C003101,2024-08,Mass,Standard,Medium,Central,Branch,0,1,0.0,Medium,Classic,15361.0,35-44,16
C003102,2024-08,Affluent,Payroll Premium,High,Central,Partner,1,1,1.0,Medium,Black,105497.0,35-44,16
C003103,2022-12,Emerging,Growth,Medium,West,Branch,0,0,0.0,Low,Classic,16494.0,35-44,36
C003104,2025-01,Mass,Standard,Low,West,Branch,0,0,0.0,Low,Classic,9927.0,25-34,11
C003105,2024-09,Mass,Standard,Low,North,Digital,0,1,0.0,Low,Classic,18844.0,25-34,15
C003106,2022-09,Mass,Payroll,High,Central,Branch,1,1,1.0,Medium,Classic,17683.0,25-34,39
C003107,2023-06,Affluent,Wealth,Medium,West,Digital,0,1,1.0,Low,Gold,17622.0,45-54,30
C003108,2025-06,Mass,Standard,Low,West,Campaign,1,0,1.0,Low,Gold,38297.0,35-44,6
C003109,2023-09,Mass,Standard,Medium,South,Digital,0,1,0.0,Medium,Classic,10854.0,35-44,27
C003110,2022-06,Masivo,Young,Low,Central,Branch,0,0,0.0,High,Classic,10576.0,35-44,42
C003111,2022-08,Mass,Payroll,Medium,Central,Branch,1,0,1.0,Low,Classic,19957.0,18-24,40
C003112,2022-01,Mass,Payroll,Medium,West,Branch,1,0,1.0,Low,Classic,12554.0,25-34,47
C003113,2024-08,Affluent,Payroll Premium,High,Central,Partner,1,1,1.0,Medium,Platinum,113550.0,25-34,16
C003114,2023-03,MASS,Standard,Low,Central,Campaign,0,0,0.0,Low,Gold,42777.0,25-34,33
C003115,2023-02,Mass,Payroll,Low,Central,Partner,1,0,1.0,Low,Platinum,84698.0,18-24,34
C003116,2022-12,Affluent,Premium,High,West,Campaign,0,0,0.0,Low,Platinum,95600.0,55+,36
C003117,2025-11,Affluent,Premium,Very High,Central,Digital,0,1,0.0,Medium,Platinum,49510.0,55+,1
C003118,2022-06,Mass,Standard,Low,Central,Campaign,0,0,1.0,Medium,Classic,9903.0,45-54,42
C003119,2024-11,MASS,Payroll,Medium,Central,Digital,0,1,0.0,Medium,Platinum,87414.0,35-44,13
C003120,2023-03,Mass,Standard,Medium,West,Digital,0,1,1.0,Medium,Classic,11406.0,35-44,33
C003121,2024-11,Mass,Standard,Low,South,Digital,0,1,0.0,High,Gold,32908.0,25-34,13
C003122,2025-04,MASS,Standard,Medium,West,Campaign,1,1,1.0,Low,Gold,27127.0,45-54,8
C003123,2025-12,Mass,Standard,Medium,North,Digital,0,1,1.0,Medium,Classic,11003.0,25-34,1
C003124,2025-09,Mass,Standard,Medium,Central,Digital,1,1,0.0,Medium,Classic,5335.0,45-54,3
C003125,2025-06,Affluent,Payroll Premium,Very High,North,Digital,0,1,,Medium,Platinum,138482.0,55+,6
C003126,2024-02,Mass,Standard,Low,South,Campaign,0,0,0.0,Medium,Classic,6113.0,25-34,22
C003127,2023-03,Affluent,Premium,High,Central,Branch,0,0,0.0,Low,Gold,30679.0,25-34,33
C003128,2024-06,Mass,Payroll,Medium,South,Campaign,1,0,1.0,Medium,Classic,14728.0,55+,18
C003129,2025-02,Emerging,Growth,Low,North,Campaign,0,1,1.0,Medium,Classic,17828.0,35-44,10
C003130,2024-01,Affluent,Wealth,High,Central,Digital,0,1,0.0,Low,Platinum,123030.0,45-54,23
C003131,2024-10,Affluent,Premium,Very High,North,Branch,1,0,1.0,Low,Platinum,94666.0,35-44,14
C003132,2025-12,Affluent,Payroll Premium,High,Central,Digital,1,1,,Medium,Black,128372.0,45-54,1
C003133,2024-12,Emerging,Growth,Medium,South,Branch,0,1,0.0,Low,Classic,18183.0,55+,12
C003134,2023-08,MASS,Payroll,Low,Central,Branch,0,1,,High,Classic,11404.0,35-44,28
C003135,2025-08,Mass,Standard,Low,Central,Digital,0,1,0.0,Low,Classic,5814.0,45-54,4
C003136,2024-12,Masivo,Standard,Low,North,Digital,0,1,0.0,Medium,Gold,34626.0,45-54,12
C003137,2022-09,Affluent,Payroll Premium,Very High,South,Branch,0,0,0.0,Low,Platinum,81813.0,55+,39
C003138,2024-03,Affluent,Premium,Very High,West,Branch,1,0,,High,Platinum,69843.0,45-54,21
C003139,2023-09,Mass,Standard,Medium,South,Digital,0,1,0.0,Medium,Gold,37223.0,18-24,27
C003140,2023-07,Mass,Payroll,Low,West,Digital,1,1,1.0,Medium,Gold,9705.0,55+,29
C003141,2023-08,Mass,Standard,Medium,West,Branch,1,1,,High,Classic,5173.0,45-54,28
C003142,2022-04,Emerging,Growth,High,Central,Branch,1,0,1.0,Low,Classic,12314.0,18-24,44
C003143,2022-05,Mass,Payroll,High,South,Branch,1,0,1.0,Low,Classic,9186.0,18-24,43
C003144,2025-10,Mass,Standard,Medium,Central,Campaign,0,1,0.0,High,Gold,33298.0,25-34,2
C003145,2025-02,Mass,Standard,Medium,West,Digital,0,1,0.0,High,Classic,19389.0,55+,10
C003146,2024-11,Mass,Young,Medium,Central,Partner,1,0,1.0,Low,Classic,12409.0,25-34,13
C003147,2023-09,Emerging,Growth,Low,South,Digital,0,1,0.0,Medium,Gold,16517.0,45-54,27
C003148,2023-02,Affluent,Wealth,High,North,Partner,1,0,,Medium,Platinum,110829.0,25-34,34
C003149,2024-08,Affluent,Premium,Very High,Central,Digital,0,1,0.0,Medium,Platinum,84862.0,18-24,16
C003150,2025-08,Masivo,Young,Medium,South,Digital,0,1,0.0,Low,Gold,52230.0,35-44,4
C003151,2024-05,Mass,Standard,Medium,Central,Digital,0,1,0.0,Medium,Platinum,94162.0,35-44,19
C003152,2023-04,Mass,Payroll,Medium,North,Branch,1,0,1.0,Low,Classic,15041.0,45-54,32
C003153,2025-10,Affluent,Premium,High,South,Branch,1,1,0.0,Low,Platinum,109502.0,45-54,2
C003154,2022-12,Mass,Payroll,Low,Central,Branch,1,0,1.0,Low,Classic,10471.0,55+,36
C003155,2024-01,Mass,Standard,Medium,Central,Digital,0,1,1.0,Medium,Platinum,53831.0,45-54,23
C003156,2024-06,Mass,Payroll,Medium,Central,Digital,1,1,1.0,Medium,Classic,18974.0,55+,18
C003157,2025-07,Emerging,Growth,Medium,North,Digital,0,1,0.0,Low,Classic,15295.0,35-44,5
C003158,2023-06,Mass,Standard,Low,North,Campaign,1,1,0.0,High,Platinum,100880.0,45-54,30
C003159,2024-06,Affluent,Payroll Premium,Very High,West,Campaign,1,1,1.0,Medium,Platinum,72541.0,35-44,18
C003160,2025-04,Mass,Standard,Medium,Central,Partner,0,1,0.0,High,Gold,22021.0,25-34,8
C003161,2023-02,Mass,Standard,Medium,Central,Digital,0,1,0.0,Low,Classic,10725.0,35-44,34
C003162,2025-10,Mass,Standard,High,North,Branch,0,1,0.0,Low,Gold,49139.0,25-34,2
C003163,2022-03,Mass,Young,High,North,Branch,0,1,1.0,Medium,Classic,15986.0,45-54,45
